timestamp_lectura,id_maquina,rpm,vibracion_mms,temp_c,corriente_motor_a,etiqueta_prediccion
2026-06-17 20:32:05,maq-cnc-10,1411.02,12.78,74.07,14.32,0
2026-06-17 20:32:07,maq-cnc-10,1412.14,12.05,73.27,14.01,0
2026-06-17 20:32:09,maq-cnc-10,1407.16,12.03,73.91,13.99,0
2026-06-17 20:32:11,maq-cnc-10,1409.31,12.91,73.9,14.4,0
2026-06-17 20:32:13,maq-cnc-10,1408.59,12.69,74.11,14.27,0
2026-06-17 20:32:15,maq-cnc-10,1405.58,12.46,73.14,14.09,0
2026-06-17 20:32:17,maq-cnc-10,1405.58,12.46,73.31,14.1,0
2026-06-17 20:32:19,maq-cnc-10,1407.79,12.6,74.57,14.36,0
2026-06-17 20:32:21,maq-cnc-10,1406.09,12.57,73.46,14.24,0
2026-06-17 20:32:23,maq-cnc-10,1410.78,12.44,73.43,14.32,0
2026-06-17 20:32:25,maq-cnc-10,1413.02,12.46,74.57,14.42,0
2026-06-17 20:32:27,maq-cnc-10,1414.96,12.76,74.81,14.34,0
2026-06-17 20:32:29,maq-cnc-10,1415.96,12.91,74.96,14.52,0
2026-06-17 20:32:31,maq-cnc-10,1420.23,12.78,74.04,14.31,0
2026-06-17 20:32:33,maq-cnc-10,1420.62,13.08,73.74,14.65,0
2026-06-17 20:32:35,maq-cnc-10,1420.85,13.12,73.93,14.72,0
2026-06-17 20:32:37,maq-cnc-10,1418.49,13.41,74.13,14.51,0
2026-06-17 20:32:39,maq-cnc-10,1423.09,13.21,74.32,14.38,0
2026-06-17 20:32:41,maq-cnc-10,1421.14,12.66,73.29,14.49,0
2026-06-17 20:32:43,maq-cnc-10,1425.74,13.45,75.59,14.66,0
2026-06-17 20:32:45,maq-cnc-10,1429.32,13.18,74.64,14.44,0
2026-06-17 20:32:47,maq-cnc-10,1433.8,13.53,76.25,14.59,0
2026-06-17 20:32:49,maq-cnc-10,1435.47,13.33,74.49,14.84,0
2026-06-17 20:32:51,maq-cnc-10,1435.51,13.83,75.86,15.03,0
2026-06-17 20:32:53,maq-cnc-10,1436.76,13.36,75.43,14.55,0
2026-06-17 20:32:55,maq-cnc-10,1432.5,13.11,74.1,14.7,0
2026-06-17 20:32:57,maq-cnc-10,1436.35,13.54,74.64,14.91,0
2026-06-17 20:32:59,maq-cnc-10,1435.8,13.09,73.64,14.52,0
2026-06-17 20:33:01,maq-cnc-10,1431.87,13.88,75.92,14.79,0
2026-06-17 20:33:03,maq-cnc-10,1428.83,13.91,76.34,14.85,0
2026-06-17 20:33:05,maq-cnc-10,1426.94,13.03,75.4,14.56,0
2026-06-17 20:33:07,maq-cnc-10,1428.4,13.14,75.29,14.86,0
2026-06-17 20:33:09,maq-cnc-10,1426.25,13.67,75.02,14.68,0
2026-06-17 20:33:11,maq-cnc-10,1423.78,13.36,74.91,14.69,0
2026-06-17 20:33:13,maq-cnc-10,1427.1,14.03,76.38,14.94,0
2026-06-17 20:33:15,maq-cnc-10,1428.38,13.97,76.33,14.97,0
2026-06-17 20:33:17,maq-cnc-10,1424.21,13.53,75.95,14.8,0
2026-06-17 20:33:19,maq-cnc-10,1425.79,13.48,76.22,14.9,0
2026-06-17 20:33:21,maq-cnc-10,1424.85,13.76,75.66,14.93,0
2026-06-17 20:33:23,maq-cnc-10,1425.49,14.04,75.95,14.87,0
2026-06-17 20:33:25,maq-cnc-10,1421.15,13.87,76.52,14.89,1
2026-06-17 20:33:27,maq-cnc-10,1421.72,14.3,76.16,15.08,1
2026-06-17 20:33:29,maq-cnc-10,1418.96,13.62,75.67,14.87,1
2026-06-17 20:33:31,maq-cnc-10,1415.8,13.65,75.12,15.1,1
2026-06-17 20:33:33,maq-cnc-10,1411.22,13.98,75.91,15.05,1
2026-06-17 20:33:35,maq-cnc-10,1411.49,14.01,75.23,14.92,1
2026-06-17 20:33:37,maq-cnc-10,1415.55,14.31,75.56,15.05,1
2026-06-17 20:33:39,maq-cnc-10,1414.67,13.69,75.59,15.1,1
2026-06-17 20:33:41,maq-cnc-10,1412.47,14.4,76.54,15.43,1
2026-06-17 20:33:43,maq-cnc-10,1412.1,14.35,76.42,15.33,1
2026-06-17 20:33:45,maq-cnc-10,1408.32,14.25,75.51,15.21,1
2026-06-17 20:33:47,maq-cnc-10,1407.82,13.67,75.09,15.04,1
2026-06-17 20:33:49,maq-cnc-10,1407.43,14.22,76.31,15.19,1
2026-06-17 20:33:51,maq-cnc-10,1405.79,14.48,77.09,15.38,1
2026-06-17 20:33:53,maq-cnc-10,1402.83,13.99,76.68,15.33,1
2026-06-17 20:33:55,maq-cnc-10,1405.43,13.9,75.69,15.37,1
2026-06-17 20:33:57,maq-cnc-10,1401.5,14.29,77.21,15.3,1
2026-06-17 20:33:59,maq-cnc-10,1406.17,14.65,77.38,15.31,1
2026-06-17 20:34:01,maq-cnc-10,1402.95,14.05,75.96,15.43,1
2026-06-17 20:34:03,maq-cnc-10,1400.48,14.0,75.7,15.34,1
2026-06-17 20:34:05,maq-cnc-10,1400.0,14.36,76.92,15.35,1
2026-06-17 20:34:07,maq-cnc-10,1400.0,14.23,76.09,15.16,1
2026-06-17 20:34:09,maq-cnc-10,1403.36,14.47,76.52,15.6,1
2026-06-17 20:34:11,maq-cnc-10,1407.16,14.73,76.22,15.67,1
2026-06-17 20:34:13,maq-cnc-10,1407.68,14.15,76.99,15.54,1
2026-06-17 20:34:15,maq-cnc-10,1412.09,14.34,76.88,15.56,1
2026-06-17 20:34:17,maq-cnc-10,1415.12,14.34,75.59,15.51,1
2026-06-17 20:34:19,maq-cnc-10,1413.09,14.98,78.05,15.77,1
2026-06-17 20:34:21,maq-cnc-10,1417.58,14.43,77.39,15.37,1
2026-06-17 20:34:23,maq-cnc-10,1418.9,14.91,76.61,15.66,1
2026-06-17 20:34:25,maq-cnc-10,1421.2,15.24,77.14,15.63,1
2026-06-17 20:34:27,maq-cnc-10,1423.56,15.28,78.22,15.76,1
2026-06-17 20:34:29,maq-cnc-10,1427.29,14.71,76.28,15.54,1
2026-06-17 20:34:31,maq-cnc-10,1430.95,14.88,77.75,15.74,1
2026-06-17 20:34:33,maq-cnc-10,1435.25,14.77,76.91,15.62,1
2026-06-17 20:34:35,maq-cnc-10,1436.27,14.99,77.07,15.93,1
2026-06-17 20:34:37,maq-cnc-10,1433.89,14.91,77.35,15.9,1
2026-06-17 20:34:39,maq-cnc-10,1429.64,14.88,76.55,15.9,1
2026-06-17 20:34:41,maq-cnc-10,1425.16,15.07,77.43,15.95,1
2026-06-17 20:34:43,maq-cnc-10,1424.54,15.56,78.28,16.09,1
2026-06-17 20:34:45,maq-cnc-10,1422.43,15.45,78.22,16.06,1
2026-06-17 20:34:47,maq-cnc-10,1425.13,15.07,76.9,15.78,1
2026-06-17 20:34:49,maq-cnc-10,1426.67,15.45,79.06,15.82,1
2026-06-17 20:34:51,maq-cnc-10,1429.02,15.39,78.09,16.15,1
2026-06-17 20:34:53,maq-cnc-10,1426.39,15.21,77.97,15.94,1
2026-06-17 20:34:55,maq-cnc-10,1425.64,14.91,77.66,15.93,1
2026-06-17 20:34:57,maq-cnc-10,1421.36,14.88,78.13,15.77,1
2026-06-17 20:34:59,maq-cnc-10,1426.03,15.43,77.43,16.22,1
2026-06-17 20:35:01,maq-cnc-10,1424.5,15.84,78.84,16.1,1
2026-06-17 20:35:03,maq-cnc-10,1429.48,15.63,79.0,16.0,1
2026-06-17 20:35:05,maq-cnc-10,1433.84,15.39,77.55,16.15,1
2026-06-17 20:35:07,maq-cnc-10,1433.84,15.69,79.33,16.29,1
2026-06-17 20:35:09,maq-cnc-10,1431.13,15.98,78.25,16.39,1
2026-06-17 20:35:11,maq-cnc-10,1431.1,15.8,79.57,16.01,1
2026-06-17 20:35:13,maq-cnc-10,1430.39,15.58,77.52,15.97,1
2026-06-17 20:35:15,maq-cnc-10,1433.69,15.39,79.0,16.28,1
2026-06-17 20:35:17,maq-cnc-10,1430.25,15.66,77.56,16.0,1
2026-06-17 20:35:19,maq-cnc-10,1426.29,15.8,79.17,16.23,1
2026-06-17 20:35:21,maq-cnc-10,1422.97,23.2,90.36,18.33,1
2026-06-17 20:35:23,maq-cnc-10,1422.31,22.94,90.32,18.27,1
2026-06-17 20:35:25,maq-cnc-10,1420.38,22.63,89.02,18.49,1
2026-06-17 20:35:27,maq-cnc-10,1424.46,5.86,63.7,9.8,0
2026-06-17 20:35:29,maq-cnc-10,1428.43,5.44,62.7,9.89,0
2026-06-17 20:35:31,maq-cnc-10,1430.11,5.69,62.72,9.73,0
2026-06-17 20:35:33,maq-cnc-10,1429.92,5.33,62.58,9.57,0
2026-06-17 20:35:35,maq-cnc-10,1426.42,5.84,63.89,9.99,0
2026-06-17 20:35:37,maq-cnc-10,1426.7,5.34,62.6,9.64,0
2026-06-17 20:35:39,maq-cnc-10,1422.33,5.86,64.21,9.92,0
2026-06-17 20:35:41,maq-cnc-10,1425.0,5.53,63.53,10.01,0
2026-06-17 20:35:43,maq-cnc-10,1420.32,5.23,61.94,9.66,0
2026-06-17 20:35:45,maq-cnc-10,1420.67,5.24,63.51,9.9,0
2026-06-17 20:35:47,maq-cnc-10,1425.15,6.0,64.64,10.12,0
2026-06-17 20:35:49,maq-cnc-10,1426.0,5.99,64.21,10.09,0
2026-06-17 20:35:51,maq-cnc-10,1421.76,5.58,63.34,9.8,0
2026-06-17 20:35:53,maq-cnc-10,1425.39,6.14,64.71,10.31,0
2026-06-17 20:35:55,maq-cnc-10,1425.48,5.56,63.46,9.9,0
2026-06-17 20:35:57,maq-cnc-10,1426.31,5.7,63.57,9.92,0
2026-06-17 20:35:59,maq-cnc-10,1428.5,6.39,64.37,10.42,0
2026-06-17 20:36:01,maq-cnc-10,1427.42,6.39,65.13,10.28,0
2026-06-17 20:36:03,maq-cnc-10,1426.43,6.29,65.41,10.16,0
2026-06-17 20:36:05,maq-cnc-10,1430.33,6.3,64.95,10.37,0
2026-06-17 20:36:07,maq-cnc-10,1429.44,5.59,62.44,10.11,0
2026-06-17 20:36:09,maq-cnc-10,1434.12,6.0,63.84,10.28,0
2026-06-17 20:36:11,maq-cnc-10,1438.11,6.6,64.7,10.56,0
2026-06-17 20:36:13,maq-cnc-10,1441.37,6.65,64.95,10.48,0
2026-06-17 20:36:15,maq-cnc-10,1440.11,6.16,63.89,10.42,0
2026-06-17 20:36:17,maq-cnc-10,1443.68,5.92,63.2,10.27,0
2026-06-17 20:36:19,maq-cnc-10,1442.23,6.29,64.66,10.22,0
2026-06-17 20:36:21,maq-cnc-10,1446.92,6.57,65.13,10.37,0
2026-06-17 20:36:23,maq-cnc-10,1445.44,6.16,64.73,10.29,0
2026-06-17 20:36:25,maq-cnc-10,1449.32,6.74,64.12,10.62,0
2026-06-17 20:36:27,maq-cnc-10,1452.22,6.17,64.71,10.39,0
2026-06-17 20:36:29,maq-cnc-10,1447.64,6.34,64.58,10.26,0
2026-06-17 20:36:31,maq-cnc-10,1446.12,6.11,64.17,10.4,0
2026-06-17 20:36:33,maq-cnc-10,1446.06,6.35,64.31,10.49,0
2026-06-17 20:36:35,maq-cnc-10,1441.39,6.56,64.28,10.35,0
2026-06-17 20:36:37,maq-cnc-10,1445.89,6.3,64.19,10.57,0
2026-06-17 20:36:39,maq-cnc-10,1445.84,6.44,65.6,10.49,0
2026-06-17 20:36:41,maq-cnc-10,1450.09,7.05,65.42,10.83,0
2026-06-17 20:36:43,maq-cnc-10,1446.11,6.58,65.61,10.35,0
2026-06-17 20:36:45,maq-cnc-10,1441.21,6.79,65.46,10.56,0
2026-06-17 20:36:47,maq-cnc-10,1436.75,6.6,64.12,10.7,0
2026-06-17 20:36:49,maq-cnc-10,1439.28,6.89,65.71,10.49,0
2026-06-17 20:36:51,maq-cnc-10,1439.89,6.5,65.7,10.72,0
2026-06-17 20:36:53,maq-cnc-10,1436.1,6.6,64.82,10.7,0
2026-06-17 20:36:55,maq-cnc-10,1436.01,6.38,63.72,10.55,0
2026-06-17 20:36:57,maq-cnc-10,1431.79,6.68,65.73,10.56,0
2026-06-17 20:36:59,maq-cnc-10,1432.95,6.69,64.95,10.46,0
2026-06-17 20:37:01,maq-cnc-10,1434.11,7.1,65.23,10.65,0
2026-06-17 20:37:03,maq-cnc-10,1436.65,6.66,65.69,10.71,0
2026-06-17 20:37:05,maq-cnc-10,1438.28,6.72,64.8,10.8,0
2026-06-17 20:37:07,maq-cnc-10,1439.93,6.57,65.06,10.68,0
2026-06-17 20:37:09,maq-cnc-10,1439.9,7.07,65.66,10.63,0
2026-06-17 20:37:11,maq-cnc-10,1438.76,6.44,64.5,10.69,0
2026-06-17 20:37:13,maq-cnc-10,1438.38,6.64,64.04,10.73,0
2026-06-17 20:37:15,maq-cnc-10,1443.17,7.19,65.08,10.9,0
2026-06-17 20:37:17,maq-cnc-10,1444.23,7.28,65.01,10.74,0
2026-06-17 20:37:19,maq-cnc-10,1442.93,6.88,65.68,10.77,0
2026-06-17 20:37:21,maq-cnc-10,1447.72,6.6,64.36,10.69,0
2026-06-17 20:37:23,maq-cnc-10,1450.97,7.19,66.72,11.14,0
2026-06-17 20:37:25,maq-cnc-10,1451.28,6.86,66.04,10.7,0
2026-06-17 20:37:27,maq-cnc-10,1454.45,7.15,66.43,11.04,0
2026-06-17 20:37:29,maq-cnc-10,1451.45,7.62,65.75,11.08,0
2026-06-17 20:37:31,maq-cnc-10,1449.79,7.61,65.68,11.07,0
2026-06-17 20:37:33,maq-cnc-10,1446.59,6.69,65.78,10.71,0
2026-06-17 20:37:35,maq-cnc-10,1444.67,6.92,66.23,10.9,0
2026-06-17 20:37:37,maq-cnc-10,1442.73,7.49,66.12,11.07,0
2026-06-17 20:37:39,maq-cnc-10,1438.61,7.42,65.4,10.94,0
2026-06-17 20:37:41,maq-cnc-10,1436.68,7.64,67.06,10.99,0
2026-06-17 20:37:43,maq-cnc-10,1432.92,7.09,65.52,10.9,0
2026-06-17 20:37:45,maq-cnc-10,1430.09,7.03,66.5,11.21,0
2026-06-17 20:37:47,maq-cnc-10,1430.58,7.16,65.13,11.02,0
2026-06-17 20:37:49,maq-cnc-10,1431.56,7.32,66.37,11.22,0
2026-06-17 20:37:51,maq-cnc-10,1428.73,6.9,65.77,10.92,0
2026-06-17 20:37:53,maq-cnc-10,1432.26,7.51,67.06,11.21,0
2026-06-17 20:37:55,maq-cnc-10,1433.92,7.67,67.48,11.08,0
2026-06-17 20:37:57,maq-cnc-10,1434.21,7.38,65.75,11.01,0
2026-06-17 20:37:59,maq-cnc-10,1437.9,7.04,64.57,11.22,0
2026-06-17 20:38:01,maq-cnc-10,1439.2,7.57,65.38,11.16,0
2026-06-17 20:38:03,maq-cnc-10,1441.36,7.62,65.72,11.43,0
2026-06-17 20:38:05,maq-cnc-10,1441.72,7.22,65.28,11.04,0
2026-06-17 20:38:07,maq-cnc-10,1444.56,7.61,65.64,11.22,0
2026-06-17 20:38:09,maq-cnc-10,1445.54,7.17,65.04,11.13,0
2026-06-17 20:38:11,maq-cnc-10,1448.39,7.86,65.91,11.48,0
2026-06-17 20:38:13,maq-cnc-10,1446.46,8.03,66.94,11.52,0
2026-06-17 20:38:15,maq-cnc-10,1449.04,7.78,67.45,11.22,0
2026-06-17 20:38:17,maq-cnc-10,1447.99,7.81,66.46,11.48,0
2026-06-17 20:38:19,maq-cnc-10,1443.46,7.67,67.32,11.46,0
2026-06-17 20:38:21,maq-cnc-10,1444.06,8.14,66.76,11.5,0
2026-06-17 20:38:23,maq-cnc-10,1444.41,7.22,65.46,11.42,0
2026-06-17 20:38:25,maq-cnc-10,1443.79,7.41,65.91,11.23,0
2026-06-17 20:38:27,maq-cnc-10,1439.25,8.16,67.55,11.54,0
2026-06-17 20:38:29,maq-cnc-10,1441.21,7.25,66.36,11.22,0
2026-06-17 20:38:31,maq-cnc-10,1440.2,7.39,66.72,11.26,0
2026-06-17 20:38:33,maq-cnc-10,1442.02,8.12,67.58,11.8,0
2026-06-17 20:38:35,maq-cnc-10,1439.97,7.83,65.97,11.63,0
2026-06-17 20:38:37,maq-cnc-10,1437.71,8.09,66.56,11.57,0
2026-06-17 20:38:39,maq-cnc-10,1436.6,7.52,66.02,11.49,0
2026-06-17 20:38:41,maq-cnc-10,1431.8,7.59,67.17,11.57,0
2026-06-17 20:38:43,maq-cnc-10,1431.07,7.75,66.32,11.5,0
2026-06-17 20:38:45,maq-cnc-10,1434.89,7.53,66.24,11.63,0
2026-06-17 20:38:47,maq-cnc-10,1434.09,7.99,67.19,11.63,0
2026-06-17 20:38:49,maq-cnc-10,1438.37,7.77,67.0,11.69,0
2026-06-17 20:38:51,maq-cnc-10,1441.03,8.09,67.0,11.56,0
2026-06-17 20:38:53,maq-cnc-10,1441.46,8.28,68.06,11.62,0
2026-06-17 20:38:55,maq-cnc-10,1445.96,7.6,67.08,11.45,0
2026-06-17 20:38:57,maq-cnc-10,1450.86,7.86,67.05,11.82,0
2026-06-17 20:38:59,maq-cnc-10,1446.96,8.33,68.28,11.77,0
2026-06-17 20:39:01,maq-cnc-10,1444.86,8.54,68.08,11.96,0
2026-06-17 20:39:03,maq-cnc-10,1444.1,8.24,67.21,11.99,0
2026-06-17 20:39:05,maq-cnc-10,1443.39,8.23,66.71,11.9,0
2026-06-17 20:39:07,maq-cnc-10,1442.24,7.73,67.2,11.67,0
2026-06-17 20:39:09,maq-cnc-10,1441.36,8.27,68.34,11.75,0
2026-06-17 20:39:11,maq-cnc-10,1438.74,7.9,66.17,11.62,0
2026-06-17 20:39:13,maq-cnc-10,1434.15,8.19,67.11,11.72,0
2026-06-17 20:39:15,maq-cnc-10,1433.87,7.82,67.04,11.77,0
2026-06-17 20:39:17,maq-cnc-10,1429.06,8.59,67.68,11.81,0
2026-06-17 20:39:19,maq-cnc-10,1427.85,8.48,67.82,11.86,0
2026-06-17 20:39:21,maq-cnc-10,1424.63,8.24,66.66,12.08,0
2026-06-17 20:39:23,maq-cnc-10,1426.05,7.67,67.31,11.65,0
2026-06-17 20:39:25,maq-cnc-10,1428.98,7.72,67.37,11.76,0
2026-06-17 20:39:27,maq-cnc-10,1433.13,8.73,68.26,12.17,0
2026-06-17 20:39:29,maq-cnc-10,1432.8,8.77,68.0,12.03,0
2026-06-17 20:39:31,maq-cnc-10,1437.6,7.87,67.77,12.03,0
2026-06-17 20:39:33,maq-cnc-10,1438.9,8.24,66.93,12.04,0
2026-06-17 20:39:35,maq-cnc-10,1438.52,7.94,66.14,12.06,0
2026-06-17 20:39:37,maq-cnc-10,1441.44,8.91,68.41,12.23,0
2026-06-17 20:39:39,maq-cnc-10,1439.63,8.49,68.57,12.01,0
2026-06-17 20:39:41,maq-cnc-10,1441.75,8.19,66.69,11.88,0
2026-06-17 20:39:43,maq-cnc-10,1439.38,8.63,67.81,12.15,0
2026-06-17 20:39:45,maq-cnc-10,1442.06,8.1,66.33,12.12,0
2026-06-17 20:39:47,maq-cnc-10,1445.24,8.41,66.89,12.1,0
2026-06-17 20:39:49,maq-cnc-10,1446.9,8.59,68.34,11.97,0
2026-06-17 20:39:51,maq-cnc-10,1450.96,9.04,67.82,12.38,0
2026-06-17 20:39:53,maq-cnc-10,1453.45,8.36,67.76,11.96,0
2026-06-17 20:39:55,maq-cnc-10,1452.92,9.19,68.99,12.47,0
2026-06-17 20:39:57,maq-cnc-10,1451.92,9.23,69.29,12.48,0
2026-06-17 20:39:59,maq-cnc-10,1451.91,8.5,68.52,12.3,0
2026-06-17 20:40:01,maq-cnc-10,1453.98,8.99,69.22,12.3,0
2026-06-17 20:40:03,maq-cnc-10,1456.51,8.73,67.87,12.26,0
2026-06-17 20:40:05,maq-cnc-10,1452.58,8.34,66.72,12.23,0
2026-06-17 20:40:07,maq-cnc-10,1456.2,8.8,68.31,12.22,0
2026-06-17 20:40:09,maq-cnc-10,1460.17,9.33,69.49,12.61,0
2026-06-17 20:40:11,maq-cnc-10,1457.0,9.3,69.63,12.46,0
2026-06-17 20:40:13,maq-cnc-10,1457.43,8.59,67.0,12.15,0
2026-06-17 20:40:15,maq-cnc-10,1452.79,8.5,68.61,12.43,0
2026-06-17 20:40:17,maq-cnc-10,1452.76,8.79,67.19,12.25,0
2026-06-17 20:40:19,maq-cnc-10,1450.4,8.69,68.64,12.28,0
2026-06-17 20:40:21,maq-cnc-10,1445.92,8.85,68.51,12.25,0
2026-06-17 20:40:23,maq-cnc-10,1450.9,9.49,68.88,12.54,0
2026-06-17 20:40:25,maq-cnc-10,1454.43,9.53,68.8,12.81,0
2026-06-17 20:40:27,maq-cnc-10,1453.46,8.68,68.11,12.43,0
2026-06-17 20:40:29,maq-cnc-10,1450.36,9.28,69.14,12.5,0
2026-06-17 20:40:31,maq-cnc-10,1452.0,9.2,68.79,12.42,0
2026-06-17 20:40:33,maq-cnc-10,1453.16,9.34,68.84,12.63,0
2026-06-17 20:40:35,maq-cnc-10,1450.69,9.59,69.14,12.65,0
2026-06-17 20:40:37,maq-cnc-10,1446.54,9.62,68.47,12.66,0
2026-06-17 20:40:39,maq-cnc-10,1451.4,9.68,69.69,12.66,0
2026-06-17 20:40:41,maq-cnc-10,1454.03,9.31,68.04,12.61,0
2026-06-17 20:40:43,maq-cnc-10,1455.72,9.08,68.8,12.48,0
2026-06-17 20:40:45,maq-cnc-10,1456.53,9.31,68.87,12.59,0
2026-06-17 20:40:47,maq-cnc-10,1457.4,9.01,68.9,12.58,0
2026-06-17 20:40:49,maq-cnc-10,1457.54,9.82,70.43,12.74,0
2026-06-17 20:40:51,maq-cnc-10,1459.89,9.41,68.99,12.7,0
2026-06-17 20:40:53,maq-cnc-10,1461.88,9.74,69.69,12.81,0
2026-06-17 20:40:55,maq-cnc-10,1461.3,9.19,67.79,12.82,0
2026-06-17 20:40:57,maq-cnc-10,1460.72,9.35,68.98,12.94,0
2026-06-17 20:40:59,maq-cnc-10,1460.14,9.58,69.14,12.82,0
2026-06-17 20:41:01,maq-cnc-10,1461.25,9.55,69.15,12.92,0
2026-06-17 20:41:03,maq-cnc-10,1459.88,9.89,69.58,12.97,0
2026-06-17 20:41:05,maq-cnc-10,1463.83,10.07,69.73,13.01,0
2026-06-17 20:41:07,maq-cnc-10,1467.53,9.57,68.82,13.04,0
2026-06-17 20:41:09,maq-cnc-10,1472.49,11.61,72.66,13.42,0
2026-06-17 20:41:11,maq-cnc-10,1470.36,11.93,72.5,13.55,0
2026-06-17 20:41:13,maq-cnc-10,1474.84,12.04,72.74,13.71,0
2026-06-17 20:41:15,maq-cnc-10,1470.4,11.69,71.73,13.54,0
2026-06-17 20:41:17,maq-cnc-10,1472.32,11.97,73.16,13.66,0
2026-06-17 20:41:19,maq-cnc-10,1474.05,12.16,73.6,13.82,0
2026-06-17 20:41:21,maq-cnc-10,1477.63,12.35,73.33,13.82,0
2026-06-17 20:41:23,maq-cnc-10,1475.31,12.14,72.29,13.64,0
2026-06-17 20:41:25,maq-cnc-10,1476.89,12.49,73.01,13.94,0
2026-06-17 20:41:27,maq-cnc-10,1473.81,11.7,71.91,13.59,0
2026-06-17 20:41:29,maq-cnc-10,1469.08,12.43,73.79,13.81,0
2026-06-17 20:41:31,maq-cnc-10,1468.98,11.98,72.68,13.61,0
2026-06-17 20:41:33,maq-cnc-10,1467.45,11.79,72.49,13.74,0
2026-06-17 20:41:35,maq-cnc-10,1471.71,12.27,73.19,13.66,0
2026-06-17 20:41:37,maq-cnc-10,1476.37,12.6,73.56,14.04,0
2026-06-17 20:41:39,maq-cnc-10,1479.31,12.44,72.68,14.05,0
2026-06-17 20:41:41,maq-cnc-10,1480.91,11.93,73.77,13.88,0
2026-06-17 20:41:43,maq-cnc-10,1478.98,12.27,74.15,13.68,0
2026-06-17 20:41:45,maq-cnc-10,1475.99,12.86,75.03,14.16,0
2026-06-17 20:41:47,maq-cnc-10,1472.95,12.79,74.63,14.05,0
2026-06-17 20:41:49,maq-cnc-10,1471.18,12.41,74.13,13.88,0
2026-06-17 20:41:51,maq-cnc-10,1467.09,12.07,73.62,13.94,0
2026-06-17 20:41:53,maq-cnc-10,1465.03,12.42,72.68,14.16,0
2026-06-17 20:41:55,maq-cnc-10,1460.3,12.15,73.12,13.86,0
2026-06-17 20:41:57,maq-cnc-10,1457.56,12.02,73.74,14.03,0
2026-06-17 20:41:59,maq-cnc-10,1453.79,12.43,73.74,13.84,0
2026-06-17 20:42:01,maq-cnc-10,1456.2,12.7,74.65,13.98,0
2026-06-17 20:42:03,maq-cnc-10,1456.59,12.2,73.19,13.93,0
2026-06-17 20:42:05,maq-cnc-10,1454.79,12.9,74.9,14.09,0
2026-06-17 20:42:07,maq-cnc-10,1451.75,12.25,73.36,13.94,0
2026-06-17 20:42:09,maq-cnc-10,1448.04,13.0,73.51,14.31,0
2026-06-17 20:42:11,maq-cnc-10,1451.88,13.17,74.5,14.22,0
2026-06-17 20:42:13,maq-cnc-10,1454.86,12.47,74.52,13.97,0
2026-06-17 20:42:15,maq-cnc-10,1458.77,12.5,74.48,14.29,0
2026-06-17 20:42:17,maq-cnc-10,1462.55,12.66,74.44,14.07,0
2026-06-17 20:42:19,maq-cnc-10,1459.09,13.36,74.95,14.62,0
2026-06-17 20:42:21,maq-cnc-10,1459.12,12.79,74.02,14.18,0
2026-06-17 20:42:23,maq-cnc-10,1457.85,12.78,73.21,14.36,0
2026-06-17 20:42:25,maq-cnc-10,1456.29,12.6,74.29,14.37,1
2026-06-17 20:42:27,maq-cnc-10,1452.8,13.4,75.67,14.66,1
2026-06-17 20:42:29,maq-cnc-10,1450.03,13.14,74.95,14.37,1
2026-06-17 20:42:31,maq-cnc-10,1450.01,12.93,74.89,14.32,1
2026-06-17 20:42:33,maq-cnc-10,1446.79,13.25,73.9,14.53,1
2026-06-17 20:42:35,maq-cnc-10,1451.66,13.1,74.86,14.52,1
2026-06-17 20:42:37,maq-cnc-10,1453.51,13.21,74.88,14.55,1
2026-06-17 20:42:39,maq-cnc-10,1450.07,13.44,74.23,14.73,1
2026-06-17 20:42:41,maq-cnc-10,1446.42,12.98,75.2,14.63,1
2026-06-17 20:42:43,maq-cnc-10,1445.23,13.38,74.93,14.39,1
2026-06-17 20:42:45,maq-cnc-10,1440.39,13.2,74.09,14.68,1
2026-06-17 20:42:47,maq-cnc-10,1439.82,13.63,75.65,14.56,1
2026-06-17 20:42:49,maq-cnc-10,1436.78,13.57,75.46,14.76,1
2026-06-17 20:42:51,maq-cnc-10,1432.57,13.37,75.75,14.8,1
2026-06-17 20:42:53,maq-cnc-10,1437.33,13.62,75.85,14.81,1
2026-06-17 20:42:55,maq-cnc-10,1438.8,13.09,73.83,14.65,1
2026-06-17 20:42:57,maq-cnc-10,1438.68,13.66,75.83,14.76,1
2026-06-17 20:42:59,maq-cnc-10,1438.01,13.31,75.91,14.68,1
2026-06-17 20:43:01,maq-cnc-10,1435.85,13.74,76.42,14.59,1
2026-06-17 20:43:03,maq-cnc-10,1437.34,13.28,75.49,14.84,1
2026-06-17 20:43:05,maq-cnc-10,1442.16,13.15,74.46,14.5,1
2026-06-17 20:43:07,maq-cnc-10,1443.75,13.88,74.97,14.79,1
2026-06-17 20:43:09,maq-cnc-10,1440.84,13.24,73.85,14.51,1
2026-06-17 20:43:11,maq-cnc-10,1442.0,13.81,76.38,14.7,1
2026-06-17 20:43:13,maq-cnc-10,1440.38,13.34,74.3,14.7,1
2026-06-17 20:43:15,maq-cnc-10,1439.95,13.66,76.14,14.76,1
2026-06-17 20:43:17,maq-cnc-10,1437.97,13.8,75.52,14.77,1
2026-06-17 20:43:19,maq-cnc-10,1440.27,13.68,74.93,14.69,1
2026-06-17 20:43:21,maq-cnc-10,1442.68,14.19,75.46,15.11,1
2026-06-17 20:43:23,maq-cnc-10,1447.33,14.32,77.38,15.09,1
